formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,eform oxygen,e_form,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
AgLuO3,Ag,Lu,4.252,4.252,4.252,90,90,90,0,cubic,15.37,-0.4,-2.317,-1.528,0.565,Ag1 Lu1 O3,8,71,63,28.4,24.48,8,41,87,46,73.4,16.32,87,15.9994,174.9668,158.9674,66.16664,60.200688,15.9994,54.8,1936,1881.2,667.066,734.7192,54.8,3,16,13,12.4,4.32,16,2,6,4,3.4,1.68,2,66,187,121,106,48,66,1.27,3.44,2.17,2.704,0.8832,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,14,14,2.8,4.48,0,6,17,11,9.2,3.84,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,28.865,19.76,14.502,6.4764,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,225,213,91,94.8,12,Ag3+1 Lu3+1 O2-3,-2,3,5,3.273268354
TeNbO3,Te,Nb,4.077,4.077,4.077,90,90,90,0,cubic,13.55,-0.001,2.841,-1.527,0.654,Te1 Nb1 O3,8,52,44,23.4,18.48,8,47,90,43,79.6,13.04,87,15.9994,127.6,111.6006,53.700916,45.2418192,15.9994,54.8,2750,2695.2,727.412,809.0352,54.8,5,16,11,13.8,3.52,16,2,5,3,3.2,1.44,2,66,164,98,100,40.8,66,1.6,3.44,1.84,2.804,0.7632,3.44,1,2,1,1.8,0.32,2,0,4,4,3.2,1.28,4,0,10,10,2.8,3.36,0,0,0,0,0,0,0,5,16,11,7.8,3.28,6,0,1,1,0.2,0.32,0,0,2,2,1.6,0.64,2,0,6,6,1.2,1.92,0,0,0,0,0,0,0,2,7,5,3,1.6,2,9.105,34.76333333,25.65833333,16.05166667,8.336,9.105,0,0.464,0.464,0.0928,0.14848,0,0,0,0,0,0,0,12,229,217,83.4,85.68,12,Te4+1 Nb2+1 O2-3,-2,4,6,3.380617019
TlCeO3,Tl,Ce,4.633,4.633,4.633,90,90,90,0,cubic,19.886,-0.041,-3.232,-1.526,0.702,Tl1 Ce1 O3,8,81,73,32.6,29.52,8,15,87,72,70.4,22.16,87,15.9994,204.3833,188.3839,78.4995,75.00012,15.9994,54.8,1071,1016.2,362.48,369.216,54.8,3,16,13,12.8,3.92,16,2,6,4,3.6,1.92,2,66,204,138,109.4,52.08,66,1.12,3.44,2.32,2.612,0.9936,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2.2,3.12,0,0,14,14,3,4.4,0,4,27,23,9.8,6.88,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,13,13,2.6,4.16,0,2,22,20,6.6,6.16,2,9.105,37.24,28.135,18.293,11.0256,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Tl3+1 Ce3+1 O2-3,-2,3,5,3.273268354
SbPmO3,Sb,Pm,4.44,4.44,4.44,90,90,90,0,cubic,17.511,0.022,-4.718,-1.526,1.102,Sb1 Pm1 O3,8,61,53,27.2,23.04,8,21,87,66,73.4,20.96,87,15.9994,145,129.0006,62.95164,56.342688,15.9994,54.8,1373,1318.2,488.236,520.1232,54.8,3,16,13,13.2,4.08,16,2,6,4,3.4,1.68,2,66,199,133,107.2,49.44,66,1.155,3.44,2.285,2.705,0.882,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,5,5,1,1.6,0,6,15,9,8,2.8,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,9,9,1.8,2.88,0,2,9,7,3.6,2.16,2,9.105,33.8425,24.7375,18.5435,11.3262,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Sb3+1 Pm3+1 O2-3,-2,3,5,3.273268354
SiLuO3,Si,Lu,4.179,4.179,4.179,90,90,90,0,cubic,14.597,-0.195,-4.928,-1.524,1.905,Si1 Lu1 O3,8,71,63,21.8,19.68,8,41,87,46,76,14,87,15.9994,174.9668,158.9674,50.2101,49.90268,15.9994,54.8,1936,1881.2,757.48,843.216,54.8,3,16,13,13,4,16,2,6,4,3,1.2,2,66,187,121,99.2,39.84,66,1.27,3.44,2.17,2.698,0.8904,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,1,1,0.2,0.32,0,0,14,14,2.8,4.48,0,4,17,13,7.8,3.68,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,3.8,2.16,2,9.105,28.865,19.76,15.324,7.4628,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,227,215,91.4,95.28,12,Si0+1 Lu0+1 O0+3,0,0,0,0
TcAlO3,Tc,Al,3.662,3.662,3.662,90,90,90,0,cubic,9.821,0.798,0.406,-1.521,0.877,Tc1 Al1 O3,8,43,35,16,10.8,8,53,87,34,77.4,11.52,87,15.9994,98,82.0006,34.59594772,25.36162091,15.9994,54.8,2430,2375.2,705.574,780.9288,54.8,7,16,9,13.6,2.88,16,2,5,3,2.8,0.96,2,66,147,81,93.2,32.64,66,1.61,3.44,1.83,2.766,0.8088,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,5,5,1,1.6,0,0,0,0,0,0,0,3,7,4,5.6,1.04,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,9.105,16.48,7.375,11.616,3.0132,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Tc3+1 Al3+1 O2-3,-2,3,5,3.273268354
VMnO3,V,Mn,3.746,3.746,3.746,90,90,90,0,cubic,10.509,1.2,-1.571,-1.521,0.861,V1 Mn1 O3,8,25,17,14.4,7.68,8,46,87,41,71.8,18.24,87,15.9994,54.938045,38.938645,30.775549,17.7313788,15.9994,54.8,2183,2128.2,773.28,862.176,54.8,5,16,11,12,4.8,16,2,4,2,2.8,0.96,2,66,153,87,98,38.4,66,1.55,3.44,1.89,2.7,0.888,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.6,1.92,0,0,0,0,0,0,0,5,7,2,6,0.4,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,2.4,2.88,0,0,0,0,0,0,0,2,7,5,3.6,1.92,2,9.105,13.01,3.905,10.16251724,1.26902069,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,229,217,96.4,101.28,12,V4+1 Mn2+1 O2-3,-2,4,6,3.380617019
HgWO3,Hg,W,3.966,3.966,3.966,90,90,90,0,cubic,12.472,0,3.652,-1.52,0.437,Hg1 W1 O3,8,80,72,35.6,33.12,8,51,87,36,76.6,12.48,87,15.9994,200.59,184.5906,86.48564,84.583488,15.9994,54.8,3695,3640.2,818.744,1150.5024,54.8,6,16,10,13.2,3.36,16,2,6,4,3.6,1.92,2,66,162,96,98.4,38.88,66,2,3.44,1.44,2.936,0.6048,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.8,3.36,0,0,14,14,5.6,6.72,0,6,26,20,12.8,8.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,6,6,1.2,1.92,0,0,0,0,0,0,0,0,6,6,2.4,1.44,2,9.105,25.23758621,16.13258621,13.72051724,5.53862069,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,Hg2+1 W4+1 O2-3,-2,4,6,3.380617019
RuTiO3,Ru,Ti,3.851,3.851,3.851,90,90,90,0,cubic,11.424,0.798,0.353,-1.519,0.807,Ru1 Ti1 O3,8,44,36,18,12,8,43,87,44,72,18,87,15.9994,101.07,85.0706,39.38704,28.065168,15.9994,54.8,2607,2552.2,942.48,1065.216,54.8,4,16,12,12,4.8,16,2,5,3,3,1.2,2,66,160,94,100.8,41.76,66,1.54,3.44,1.9,2.812,0.7536,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,1.8,2.16,0,0,0,0,0,0,0,4,8,4,6,0.8,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,8,8,2.2,2.64,0,0,0,0,0,0,0,2,8,6,3.6,1.92,2,9.105,16.69,7.585,11.503,2.8776,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,194,182,84.8,87.36,12,Ru2+1 Ti4+1 O2-3,-2,4,6,3.380617019
CoVO3,Co,V,3.74,3.74,3.74,90,90,90,0,cubic,10.467,0.401,1.271,-1.519,0.485,Co1 V1 O3,8,27,19,14.8,8.16,8,46,87,41,73,16.8,87,15.9994,58.933195,42.933795,31.574579,18.6902148,15.9994,54.8,2183,2128.2,823.08,921.936,54.8,5,16,11,12.4,4.32,16,2,4,2,2.8,0.96,2,66,153,87,95.4,35.28,66,1.63,3.44,1.81,2.766,0.8088,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,2,2.4,0,0,0,0,0,0,0,5,9,4,6.4,1.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,2,2.4,0,0,0,0,0,0,0,2,7,5,3.2,1.52,2,9.105,13.01,3.905,10.114,1.2108,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,229,217,91.8,95.76,12,Co2+1 V4+1 O2-3,-2,4,6,3.380617019
DyBiO3,Dy,Bi,4.36,4.36,4.36,90,90,90,0,cubic,16.579,0,0.786,-1.518,1.144,Dy1 Bi1 O3,8,83,75,34.6,31.92,8,31,87,56,75.6,17.84,87,15.9994,208.9804,192.981,83.89572,81.475584,15.9994,54.8,1685,1630.2,478.76,508.752,54.8,3,16,13,13.2,4.08,16,2,6,4,3.6,1.92,2,66,192,126,107.6,49.92,66,1.22,3.44,2.22,2.712,0.8736,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,14,14,4.8,5.76,0,6,29,23,11.8,6.96,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,4,4,0.8,1.28,0,2,4,2,2.6,0.72,2,9.105,32.95,23.845,18.301,11.0352,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,48.4,58.24,12,Dy3+1 Bi3+1 O2-3,-2,3,5,3.273268354
EuAgO3,Eu,Ag,5.538,5.81,7.843,90,90,90,0,orthorhombic,12.617,0,-0.606,-1.517,-0.027,Eu1 Ag1 O3,8,63,55,26.8,22.56,8,25,87,62,70.2,20.16,87,15.9994,151.964,135.9646,61.56608,54.680016,15.9994,54.8,1234.93,1180.13,498.866,532.8792,54.8,3,16,13,12.4,4.32,16,2,6,4,3.4,1.68,2,66,198,132,108.2,50.64,66,1.185,3.44,2.255,2.687,0.9036,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,7,7,1.4,2.24,0,6,11,5,7.6,1.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,7,7,1.4,2.24,0,1,7,6,2.8,1.68,2,9.105,36.46,27.355,16.021,8.2992,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Eu3+1 Ag3+1 O2-3,-2,3,5,3.273268354
ScSbO3,Sc,Sb,4.118,4.118,4.118,90,90,90,0,cubic,13.968,0.2,1.271,-1.515,1.178,Sc1 Sb1 O3,8,51,43,19.2,13.44,8,11,87,76,71.4,24.16,87,15.9994,121.76,105.7606,42.9428224,32.33210688,15.9994,54.8,1814,1759.2,576.436,625.9632,54.8,3,16,13,13.2,4.08,16,2,5,3,3,1.2,2,66,170,104,101.4,42.48,66,1.36,3.44,2.08,2.746,0.8328,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,15,12,7.2,3.12,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,3.6,2.16,2,9.105,31.56,22.455,16.222,8.5404,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,194,182,79.2,80.64,12,Sc3+1 Sb3+1 O2-3,-2,3,5,3.273268354
CdMnO3,Cd,Mn,5.259,5.338,7.478,90,90,90,0.229,orthorhombic,10.496,0.6,0.247,-1.514,0.1,Cd1 Mn1 O3,8,48,40,19.4,13.68,8,52,87,35,76.6,12.48,87,15.9994,112.411,96.4116,43.069449,32.4840588,15.9994,54.8,1519,1464.2,455.524,480.8688,54.8,7,16,9,13.4,3.12,16,2,5,3,3,1.2,2,66,144,78,96.2,36.24,66,1.55,3.44,1.89,2.712,0.8736,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,3,3.6,0,0,0,0,0,0,0,6,12,6,7.4,1.84,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,19.495,10.39,11.45951724,3.214193103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,217,205,89.4,92.88,12,Cd2+1 Mn4+1 O2-3,-2,4,6,3.380617019
LuIrO3,Lu,Ir,3.934,3.934,3.934,90,90,90,0,cubic,12.178,0,-1.445,-1.513,0.947,Lu1 Ir1 O3,8,77,69,34.4,31.68,8,41,87,46,72.4,17.52,87,15.9994,192.217,176.2176,83.0364,80.4444,15.9994,54.8,2739,2684.2,967.88,1095.696,54.8,3,16,13,12,4.8,16,2,6,4,3.6,1.92,2,66,187,121,105.2,47.04,66,1.27,3.44,2.17,2.758,0.8184,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.6,2.16,0,0,14,14,5.6,6.72,0,6,23,17,11.6,6.72,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.4,2.88,0,0,0,0,0,0,0,2,9,7,3.6,2.16,2,9.105,28.865,19.76,14.078,5.9676,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,225,213,91,94.8,12,Lu3+1 Ir3+1 O2-3,-2,3,5,3.273268354
TaMgO3,Ta,Mg,3.666,3.666,3.666,90,90,90,0,cubic,9.856,0.073,-3.104,-1.513,1.481,Ta1 Mg1 O3,8,73,65,21.8,20.48,8,48,87,39,75.4,13.92,87,15.9994,180.94788,164.94848,50.650216,52.1190656,15.9994,54.8,3290,3235.2,875.48,984.816,54.8,2,16,14,11,6,16,2,6,4,3,1.2,2,66,170,104,101.8,42.96,66,1.31,3.44,2.13,2.626,0.9768,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.6,0.96,0,0,14,14,2.8,4.48,0,2,19,17,7.8,4.48,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,0,7,7,2.6,1.76,2,9.105,22.89,13.785,13.665,5.472,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Ta4+1 Mg2+1 O2-3,-2,4,6,3.380617019
NbYO3,Nb,Y,4.249,4.249,4.249,90,90,90,0,cubic,15.346,0.399,-6.49,-1.512,1.68,Nb1 Y1 O3,8,41,33,20.8,15.36,8,12,87,75,64,27.6,87,15.9994,92.90638,76.90698,45.962086,35.9552232,15.9994,54.8,2750,2695.2,942.68,1065.456,54.8,3,16,13,11.2,5.76,16,2,5,3,3.2,1.44,2,66,190,124,110.4,53.28,66,1.22,3.44,2.22,2.628,0.9744,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,4,4,1,1.2,0,0,0,0,0,0,0,3,6,3,5.2,0.96,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,3,3.6,0,0,0,0,0,0,0,2,9,7,4.4,2.88,2,9.105,32.365,23.26,15.572,7.7604,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Nb3+1 Y3+1 O2-3,-2,3,5,3.273268354
TmCdO3,Tm,Cd,4.076,4.076,4.076,90,90,90,0,cubic,13.539,0,-1.311,-1.511,0.949,Tm1 Cd1 O3,8,69,61,28.2,24.24,8,37,87,50,73.6,16.08,87,15.9994,168.93421,152.93481,65.868682,59.8431384,15.9994,54.8,1818,1763.2,515.324,552.6288,54.8,3,16,13,12.6,4.08,16,2,6,4,3.4,1.68,2,66,190,124,106.4,48.48,66,1.25,3.44,2.19,2.652,0.9456,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,13,13,2.6,4.16,0,6,15,9,9,3.6,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,1,1,0.2,0.32,0,0,2,2,1.4,0.72,2,9.105,29.78,20.675,15.318,7.4556,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Tm0+1 Cd0+1 O0+3,0,0,0,0
RbCrO3,Rb,Cr,3.819,3.819,3.819,90,90,90,0,cubic,11.14,0.2,-0.714,-1.509,0.537,Rb1 Cr1 O3,8,37,29,17,10.8,8,4,87,83,62.8,29.04,87,15.9994,85.4678,69.4684,37.09242,25.311624,15.9994,54.8,2180,2125.2,531.372,659.4512,54.8,1,16,15,11,6,16,2,5,3,3,1.2,2,66,220,154,111.4,54.48,66,0.82,3.44,2.62,2.56,1.056,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,1,6,5,5,1.6,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,1,6,5,2.6,1.36,2,9.105,90.7225,81.6175,25.8455,25.9508,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12,Rb+1 Cr5+1 O2-3,-2,5,7,3.683941988
HgErO3,Hg,Er,4.294,4.294,4.294,90,90,90,0,cubic,15.83,0.228,-2.837,-1.508,0.622,Hg1 Er1 O3,8,80,72,34.4,31.68,8,35,87,52,73.4,16.32,87,15.9994,200.59,184.5906,83.16944,80.604048,15.9994,54.8,1770,1715.2,433.744,534.5024,54.8,3,16,13,12.6,4.08,16,2,6,4,3.6,1.92,2,66,189,123,103.8,45.36,66,1.24,3.44,2.2,2.712,0.8736,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,14,14,5.2,6.24,0,6,26,20,11.6,6.72,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,2,2,0.4,0.64,0,0,2,2,1.6,0.64,2,9.105,30.585,21.48,16.62751724,9.02702069,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Hg0+1 Er0+1 O0+3,0,0,0,0
PtPaO3,Pt,Pa,4.344,4.344,4.344,90,90,90,0,cubic,16.4,0.212,1.262,-1.507,0.589,Pt1 Pa1 O3,8,91,83,38.6,36.72,8,18,87,69,68.4,22.32,87,15.9994,231.03586,215.03646,94.823612,94.5890544,15.9994,54.8,2041.4,1986.6,810.16,906.432,54.8,3,16,13,12.2,4.56,16,2,7,5,3.8,2.16,2,66,200,134,106.8,48.96,66,1.5,3.44,1.94,2.82,0.744,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,9,9,2,2.8,0,0,14,14,3.2,4.32,0,5,24,19,9.4,5.84,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2,2.8,0,0,12,12,2.4,3.84,0,2,21,19,5.8,6.08,2,9.105,25.18,16.075,13.503,5.2776,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,80,81.6,12,Pt2+1 Pa4+1 O2-3,-2,4,6,3.380617019
ThTlO3,Th,Tl,4.277,4.277,4.277,90,90,90,0,cubic,15.651,0,-0.149,-1.505,1.382,Th1 Tl1 O3,8,90,82,39,37.2,8,16,87,71,70.6,21.84,87,15.9994,232.03806,216.03866,96.883912,97.0614144,15.9994,54.8,2023,1968.2,552.88,597.696,54.8,3,16,13,12.8,3.92,16,2,7,5,3.8,2.16,2,66,206,140,109.8,52.56,66,1.3,3.44,2.14,2.648,0.9504,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2.4,3.04,0,0,14,14,2.8,4.48,0,4,27,23,9.8,6.88,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,8,6,3.8,2.16,2,9.105,32.37,23.265,17.319,9.8568,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Th0+1 Tl0+1 O0+3,0,0,0,0
CrBeO3,Cr,Be,3.424,3.424,3.424,90,90,90,0,cubic,8.027,0.401,-4.09,-1.504,0.949,Cr1 Be1 O3,4,24,20,10.4,5.44,8,49,87,38,75.4,13.92,87,9.012182,51.9961,42.983918,21.8012964,12.07792144,15.9994,54.8,2180,2125.2,780.88,871.296,54.8,2,16,14,11.2,5.76,16,2,4,2,2.4,0.64,2,66,139,73,86.6,24.72,66,1.57,3.44,1.87,2.71,0.876,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,5.2,1.28,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,6,6,2.4,1.44,2,7.89,11.19,3.3,9.279,0.7644,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Cr4+1 Be2+1 O2-3,-2,4,6,3.380617019
SbFeO3,Sb,Fe,3.681,3.681,4.615,90,90,90,0.906,tetragonal,12.504,0.999,1.172,-1.503,0.151,Sb1 Fe1 O3,8,51,43,20.2,14.64,8,55,87,32,80.2,10.08,87,15.9994,121.76,105.7606,45.12064,34.945488,15.9994,54.8,1811,1756.2,575.836,625.2432,54.8,8,16,8,14.2,2.48,16,2,5,3,3,1.2,2,66,139,73,93.8,33.36,66,1.83,3.44,1.61,2.84,0.72,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,3.2,3.84,0,0,0,0,0,0,0,6,15,9,8.2,2.72,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,2,4,2,2.6,0.72,2,9.105,31.56,22.455,13.921,7.0556,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,86.2,89.04,12,Sb3+1 Fe3+1 O2-3,-2,3,5,3.273268354
TeDyO3,Te,Dy,4.325,4.325,4.325,90,90,90,0,cubic,16.181,0,-5.128,-1.503,1.054,Te1 Dy1 O3,8,66,58,28.4,24.48,8,31,90,59,76.4,18.16,87,15.9994,162.5,146.5006,67.61964,61.944288,15.9994,54.8,1685,1630.2,514.412,551.5344,54.8,3,16,13,13.4,4.16,16,2,6,4,3.4,1.68,2,66,192,126,105.6,47.52,66,1.22,3.44,2.22,2.728,0.8544,3.44,2,2,0,2,0,2,0,4,4,3.2,1.28,4,0,10,10,2,3.2,0,0,10,10,2,3.2,0,6,16,10,9.2,3.84,6,0,0,0,0,0,0,0,2,2,1.6,0.64,2,0,0,0,0,0,0,0,4,4,0.8,1.28,0,2,4,2,2.4,0.64,2,9.105,34.76333333,25.65833333,18.66366667,11.4704,9.105,0,0.464,0.464,0.0928,0.14848,0,0,0,0,0,0,0,12,194,182,76.4,77.28,12,Te0+1 Dy0+1 O0+3,0,0,0,0
